270.0,1597246440000,0
274.0,1597246740000,0
256.0,1597247040000,0
182.0,1597247340000,0
280.0,1597247640000,0
293.0,1597247940000,0
247.0,1597248240000,0
269.0,1597248540000,0
279.0,1597248840000,0
246.0,1597249140000,0
241.0,1597249440000,0
254.0,1597249740000,0
238.0,1597250040000,0
254.0,1597250340000,0
274.0,1597250640000,0
206.0,1597250940000,0
288.0,1597251240000,0
280.0,1597251540000,0
241.0,1597251840000,0
275.0,1597252140000,0
238.0,1597252440000,0
259.0,1597252740000,0
300.0,1597253040000,0
267.0,1597253340000,0
295.0,1597253640000,0
242.0,1597253940000,0
249.0,1597254240000,0
247.0,1597254540000,0
292.0,1597254840000,0
290.0,1597255140000,0
270.0,1597255440000,0
246.0,1597255740000,0
264.0,1597256040000,0
244.0,1597256340000,0
254.0,1597256640000,0
239.0,1597256940000,0
187.0,1597257240000,0
0.0,1597257540000,0
0.0,1597257840000,0
0.0,1597258140000,0
0.0,1597258440000,0
0.0,1597258740000,0
0.0,1597259040000,0
133.0,1597259340000,0
598.0,1597259640000,0
400.0,1597259940000,0
415.0,1597260240000,0
731.0,1597260540000,0
388.0,1597260840000,0
631.0,1597261140000,0
611.0,1597261440000,0
582.0,1597261740000,0
573.0,1597262040000,0
593.0,1597262340000,0
605.0,1597262640000,0
575.0,1597262940000,0
246.0,1597263240000,0
161.0,1597263540000,0
218.0,1597263840000,0
696.0,1597264140000,0
603.0,1597264440000,0
341.0,1597264740000,0
470.0,1597265040000,0
179.0,1597265340000,0
144.0,1597265640000,0
218.0,1597265940000,0
121.0,1597266240000,0
165.0,1597266540000,0
197.0,1597266840000,0
567.0,1597267140000,0
190.0,1597267440000,0
75.0,1597267740000,0
52.0,1597268040000,0
74.0,1597268340000,0
39.0,1597268940000,0
44.0,1597269240000,0
39.0,1597269540000,0
54.0,1597269840000,0
54.0,1597270140000,0
72.0,1597270440000,0
57.0,1597270740000,0
174.0,1597271040000,0
293.0,1597271340000,0
113.0,1597271640000,0
56.0,1597271940000,0
72.0,1597272240000,0
49.0,1597272540000,0
31.0,1597272840000,0
36.0,1597273140000,0
28.0,1597273440000,0
31.0,1597273740000,0
54.0,1597274040000,0
67.0,1597274340000,0
48.0,1597274640000,0
56.0,1597274940000,0
57.0,1597275240000,0
52.0,1597275540000,0
51.0,1597275840000,0
39.0,1597276140000,0
34.0,1597276440000,0
29.0,1597276740000,0
25.0,1597277040000,0
21.0,1597277340000,0
23.0,1597277640000,0
20.0,1597277940000,0
16.0,1597278240000,0
11.0,1597278540000,0
8.0,1597278840000,0
7.0,1597279140000,0
5.0,1597279440000,0
5.0,1597279740000,0
5.0,1597280040000,0
3.0,1597280340000,0
3.0,1597280640000,0
2.0,1597280940000,0
0.0,1597281240000,0
0.0,1597281540000,0
0.0,1597281840000,0
